Annee,Titre,Auteurs,Venue,Type,DOI,Lien
2022,Towards more trustworthy predictions: A hybrid evidential movie recommender system,"Raoua Abdelkhalek, Imen Boukhris, Zied Elouedi",J. Univers. Comput. Sci.,Journal Articles,10.3897/JUCS.79777,https://doi.org/10.3897/jucs.79777
