Annee,Titre,Auteurs,Venue,Type,DOI,Lien
2025,Deep learning-driven prediction in healthcare systems: Applying advanced CNNs for enhanced breast cancer detection,"Marouene Chaieb, Malek Azzouz, Mokhles Ben Refifa, Mouadh Fraj",Comput. Biol. Medicine,Journal Articles,10.1016/J.COMPBIOMED.2025.109858,https://doi.org/10.1016/j.compbiomed.2025.109858
