Annee,Titre,Auteurs,Journal,Citations,Lien
2023,Comparison of Feature Selection via Semi supervised denoising autoencoder and traditional approaches For Software Fault-prone Classification,"D Amara, L Rabai",,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:W7OEmFMy1HYC
2022,Empirical Validation of Entropy-Based Redundancy Metrics as Reliability Indicators Using Fault-Proneness Attribute and Complexity Metrics,"D Amara, L Ben Arfa Rabai","International Conference on Evaluation of Novel Approaches to Software …, 2022",1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:YsMSGLbcyi4C
2022,Classification Techniques Use to Empirically Validate Redundancy Metrics as Reliability Indicators based on Fault-proneness Attribute,LBAR Dalila Amara,"Evaluation of Novel Approaches to Software Engineering, 209-220, 2022",2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:Y0pCki6q_DkC
2021,Towards a New Semantic Metric for Error Detection Based on Program State Redundancy,"DA Amara, LBA Rabai","International Journal of Systems and Service-Oriented Engineering (IJSSOE …, 2021",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:u-x6o8ySG0sC
2021,Research Article An Empirical Assessment and Validation of Redundancy Metrics Using Defect Density as Reliability Indicator,"D Amara, E Fatnassi, LBA Rabai",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:Tyk-4Ss8FVUC
2021,An empirical assessment and validation of redundancy metrics using defect density as reliability indicator,"D Amara, E Fatnassi, L Ben Arfa Rabai","Scientific Programming 2021 (1), 8325417, 2021",6.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=03dEcfYAAAAJ&sortby=pubdate&citation_for_view=03dEcfYAAAAJ:d1gkVwhDpl0C
